school_name,state_school_id,nces_id,course_id,course_name,num_students_enrolled,num_students_female,num_students_black_or_african_american,num_students_hispanic_or_latino,num_students_american_indian_or_native_alaskan,num_students_native_hawaiian_or_pacific_islander,num_students_free_or_reduced_lunch,num_students_special_education_status,num_students_english_language_learner_status
Woodland High,,450000200445,5023,ExplCompSci,19,9,7,2,0,0,17,0,1
Woodland High,,450000200445,5052,Computer Prog 3,54,41,27,3,2,0,40,7,3
Woodland High,,450000200445,4775,AP Computer Sci Principles,14,6,7,1,0,0,11,0,0
G. FRANK RUSSELL TECHNOLOGY CENTER,,450000700597,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
COPE AREA CAREER CENTER,,450000800863,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
R. D. ANDERSON APPLIED TECHNOLOGY CENTER,,450001001039,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
H. B. SWOFFORD CAREER CENTER,,450001100991,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
Abbeville High,,450069000011,5025,IT Fundamentals,1,1,,,,,,,
Abbeville High,,450069000011,8377,DE Operating Systems,3,2,,,,,,,
Dixie High,,450069000012,5031,Fundamentals of WebPage Des&Dev,4,3,0,0,0,0,0,0,0
Dixie High,,450069000012,5061,DiscCompSci,34,18,0,0,0,0,0,0,0
ABBEVILLE COUNTY CAREER CENTER,,450069001188,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
Aiken High,,450072000046,4773,DE Into to Computer Sci (CSCI 130),2,1,,,,,,,
Aiken High,,450072000046,5025,IT Fundamentals,2,0,,,,,,,
Paul Knox Middle,,450072000050,5029,FundComputing7,95,52,33,5,2,0,35,4,1
North Augusta High,,450072000055,4775,AP Computer Sci Principles,68,46,14,4,1,0,11,1,0
North Augusta High,,450072000055,5031,Fundamentals of WebPage Des&Dev,29,17,12,3,0,1,9,1,1
North Augusta High,,450072000055,5023,ExplCompSci,278,160,121,39,5,2,126,34,26
Anderson Institute of Tec,,450072000056,6378,Cybersecurity,18,13,1,1,1,0,2,0,1
Anderson Institute of Tec,,450072000056,6372,PLTW Computer Science Essentials,5,3,,,,,,,
Wagener-Sally High,,450072000057,5025,IT Fundamentals,13,5,7,1,0,0,5,0,1
Aiken County Career Center,,450072000058,8772,Computer Science Discoveries 1,4,3,,,,,,,
Aiken County Career Center,,450072000058,8775,IST 202 - Cisco Router Configuration,7,5,,,,,,,
AIKEN COUNTY CAREER CENTER,,450072000058,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
Langley-Bath-Clearwater Middle,,450072001194,5023,ExplCompSci,22,13,10,2,0,0,12,0,0
Langley-Bath-Clearwater Middle,,450072001194,5029,FundComputing7,69,39,8,5,1,0,33,7,2
Leavelle McCampbell Middle,,450072001196,5023,ExplCompSci,12,5,5,2,0,0,7,0,1
M. B. Kennedy Middle,,450072001197,5029,FundComputing7,56,38,0,0,0,0,0,0,0
M. B. Kennedy Middle,,450072001197,5023,ExplCompSci,45,23,23,4,0,0,21,2,0
Aiken High,,450072001199,5023,ExplCompSci,237,147,131,18,1,0,137,34,9
South Aiken High,,450072001202,4771,AP Comp Sci A,18,12,3,3,0,0,1,0,1
South Aiken High,,450072001202,5023,ExplCompSci,250,133,94,33,6,2,113,36,26
South Aiken High,,450072001202,5025,IT Fundamentals,61,37,21,9,2,1,22,5,5
South Aiken High,,450072001202,4775,AP Computer Sci Principles,66,37,12,4,0,0,12,0,0
South Aiken High,,450072001202,5031,Fundamentals of WebPage Des&Dev,6,2,,,,,,,
Anderson Institute of Tec,,450072001321,6373,Computer Science Applications,2,2,,,,,,,
Silver Bluff High,,450072001323,5310,Networking Fundamentals,21,19,11,2,1,0,10,0,2
Silver Bluff High,,450072001323,5025,IT Fundamentals,6,2,,,,,,,
Silver Bluff High,,450072001323,5031,Fundamentals of WebPage Des&Dev,1,1,,,,,,,
Aiken Scholars Academy,,450072001708,4773,DE Into to Computer Sci (CSCI 130),4,3,,,,,,,
Anderson Institute of Tec,,450072001713,5053,Computer Prog 4,5,4,,,,,,,
Allendale-Fairfax Middle,,450075001415,5062,DiscCompSci8,62,31,59,0,1,0,62,6,0
CAREER AND TECHNOLOGY CENTER OF ANDERSON 1 & 2,,450076001380,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
Palmetto Middle,,450078000074,5029,FundComputing7,75,51,7,8,7,0,42,8,1
Palmetto High,,450078000076,5029,FundComputing7,26,17,0,3,4,0,19,1,1
Palmetto High,,450078000076,5352,Game Design & Dev,162,81,13,15,11,2,70,13,11
Powdersville High,,450078001567,5031,Fundamentals of WebPage Des&Dev,1,1,,,,,,,
Powdersville High,,450078001567,5023,ExplCompSci,34,23,4,2,1,0,8,3,4
Powdersville High,,450078001567,5025,IT Fundamentals,3,1,,,,,,,
Powdersville High,,450078001567,5029,FundComputing7,200,97,20,17,7,0,45,5,4
Belton Honea Path High,,450081000084,5352,Game Design & Dev,245,142,69,15,3,0,126,41,3
BELTON HONEA PATH HIGH,,450081000084,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
Starr-Iva Middle,,450084000088,5063,DiscCompSci7,41,17,4,2,0,0,17,0,0
Starr-Iva Middle,,450084000088,5062,DiscCompSci8,52,25,5,2,0,0,28,3,0
Crescent High,,450084000089,5023,ExplCompSci,43,21,10,2,0,0,25,7,2
Crescent High,,450084000089,5025,IT Fundamentals,3,1,,,,,,,
Pendleton High,,450087000094,4775,AP Computer Sci Principles,15,9,0,1,0,0,3,0,1
Westside High,,450090000113,5023,ExplCompSci,489,251,0,0,0,0,0,0,0
Glenview Middle,,450090001575,2785,Computer Science for Innovators & Makers,27,18,4,1,1,0,8,2,1
Anderson  Five Charter School,,450090001602,5023,ExplCompSci,13,8,4,0,0,0,3,1,0
Denmark Olar High,,450096000122,4775,AP Computer Sci Principles,7,3,,,,,,,
BARNWELL COUNTY CAREER CENTER,,450098000127,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified,unspecified
Williston-Elko High,,450105000129,5370,Cyber Security Fundamentals,4,3,,,,,,,
Williston-Elko Middle,,450105001327,5028,FundComputing8,17,11,11,0,0,0,11,4,0
