31505060	Make sure you are facing the correct direction before you move. Try starting with a turn right [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
70620408	It looks like you hit the wall because you forgot to turn. Try adding one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
38515019	Make sure you are facing the correct direction before you move. Try starting with a turn right [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
50584231	Make sure you are facing the correct direction before you move. Try removing the turn left [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
53490154	Make sure you are turning in the correct direction.
50589239	Make sure you are facing the correct direction before you move. Try removing the turn left [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
36012477	It looks like you hit the wall because you forgot to turn. Try adding one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
32754843	It looks like you hit the wall because you forgot to turn before you moved forward.
32653598	Make sure you are facing the correct direction before you move. Try starting with a turn right [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
52311328	Make sure you are facing the correct direction before you move. Try starting with one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
34820696	Good job!
47089315	You have to move after turning to the right. Try adding one of these blocks [{'type': 'maze_moveForward'}].
31101976	Good start. What is next?
52688987	Make sure you are facing the correct direction before you move. Try removing the turn left [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
31615992	Make sure you are facing the correct direction before you move. Try removing the turn left [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
46957591	Make sure you are facing the correct direction before you move. Try starting with one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
69214058	It looks like you forgot to turn. Try adding one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
40472965	It looks like you hit the wall because you moved too far.
31802617	Getting close!
31169510	Make sure that you are turning in the correct direction. Try starting with one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
33230464	Try starting with one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
68977182	It looks like you turned in the wrong direction. Try to imagine that you are the bird and make sure that you are turning in the correct direction.
33998012	Make sure you are facing the correct direction before you move. Try starting with a turn right [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
63589484	It looks like you hit the wall because you moved too far. Count the number of steps that you take before (and after) every turn.
58554266	It looks like you turned in the wrong direction. Try to imagine that you are the bird and make sure that you are turning in the correct direction.
47157135	Make sure you are facing the correct direction before you move. Try starting with a turn right [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
55302346	Good start. Did you want to turn to the right or the left?
33397538	It looks like you hit the wall because you forgot to turn before you moved forward.
33145769	Face the correct direction and then move. Try removing the turn left [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
70956998	It looks like you hit the wall because you moved too far. Count the number of steps that you take before (and after) every turn.
55265351	It looks like you hit the wall because you moved too far. Count the number of steps you take.
34731076	Make sure you are facing the correct direction before you move. Try starting with a turn right [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
33747310	It looks like you turned in the wrong direction. Try to imagine that you are the bird and make sure that you are turning in the correct direction.
42280797	Make sure that you are turning in the correct direction. Try starting with one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
35554464	It looks like you hit the wall because you forgot to turn. Try adding one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
32481036	Good start. What is next?
39615847	It looks like you turned in the wrong direction. Try to imagine that you are the bird and make sure that you are turning in the correct direction.
49920437	It looks like you turned too soon. Count the number of steps that you take before every turn.
