32457427	Good job!
32457452	Good job!
32457487	Make sure you are turning in the correct direction.
31731815	Good start. Now add one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}].
32934568	Make sure you are turning in the correct direction.
32479018	Instead of turning right, try turning left [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
32525176	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32476360	Turn left before you move a second time.
32513664	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32461317	Turn left before you move a second time.
32461338	Turn left before you move a second time.
35793056	Turn left before you move a second time.
33508714	You made it, but have extra blocks.
32461365	Turn left before you move a second time.
32934537	Make sure you are turning in the correct direction.
31123725	Start by moving forward [{'type': 'maze_moveForward'}]
32457583	Almost there. You need to add two more blocks.
32457549	Almost there. You are just missing one block.
32457522	Almost there. You need to add two more blocks.
32457511	Turn left before you move a second time.
31118267	Start by moving forward [{'type': 'maze_moveForward'}]
32462660	Make sure you are turning in the correct direction.
31101885	Make sure you are turning in the correct direction.
32515806	Try moving forward after you turn left.
31118227	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32934308	Make sure you are turning in the correct direction.
32934315	Make sure you are turning in the correct direction.
32893966	You only need to move once before turning left.
31279473	Almost there. You need to add two more blocks.
32461523	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32719914	Make sure you are turning in the correct direction.
31123681	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32457357	You only need to move once before turning left.
32934259	Almost there. You need to add two more blocks.
32469808	Turn left before you move a second time.
41872660	Turning left and right cancel each other out.
54359342	Turning left and right cancel each other out.
31118473	Good job!
31123637	You have an extra one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32490283	Start by moving forward [{'type': 'maze_moveForward'}]
32486270	Start by moving forward [{'type': 'maze_moveForward'}]
32469316	Try adding one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
33021000	Turn left before you move a second time.
32457963	Try adding a move block after you turn left [{'type': 'maze_moveForward'}]
32490350	Turn left before you move a second time.
32457986	Turn to face the right direction before you move.
32490371	Try adding a move block after you turn left [{'type': 'maze_moveForward'}]
32469174	Start by moving forward [{'type': 'maze_moveForward'}]
32457936	Turn left before you move a second time.
32504158	Turn left before you move a second time.
32457601	You only need to move once before turning left.
31495714	Turn left before you move a second time.
32490428	Make sure you are turning in the correct direction.
49342420	Turn left before you move a second time.
31139323	Turning left and right cancel each other out.
32459884	Move forward before you turn left.
32288748	Turn left before you move a second time.
32459811	Turn left before you move a second time.
31227748	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
34087322	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
32457790	You made it, but have extra blocks.
32508586	Turning left and right cancel each other out.
34265374	You made it, but have extra blocks.
32574218	Turn left before you move a second time.
31129927	Turning left and right cancel each other out.
32742926	Turn left before you move a second time.
31118012	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
34087374	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
35016840	Move forward before you turn left.
32459628	Turn to face the right direction before you move.
35345322	Move forward before you turn left.
31143887	Turn left before you move a second time.
32627288	Turn left before you move a second time.
32492951	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
31111920	Turn left before you move a second time.
34620907	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32459759	Turn left before you move a second time.
35173080	Turn left before you move a second time.
33402253	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
31318271	Turn left before you move a second time.
32492871	Turn left before you move a second time.
37597891	Turn left before you move a second time.
32459413	Turn left before you move a second time.
33118604	You only need to move once before turning left.
35564960	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
53414358	Turning left and right cancel each other out.
32525794	Turning left and right cancel each other out.
32520393	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
35607547	Turning left and right cancel each other out.
37597772	Turn left before you move a second time.
32525971	Almost there. You need to add two more blocks.
32459511	You only need to move once before turning left.
33150736	Start by moving forward [{'type': 'maze_moveForward'}]
35751922	Turn left before you move a second time.
32459194	Almost there. You are just missing one block.
35751893	Try adding one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
34568357	Turn left before you move a second time.
34568378	Turn left before you move a second time.
32459103	Make sure to move before you turn right.
32459159	Make sure you are turning in the correct direction.
31172692	Make sure you are turning in the correct direction.
32934817	Turn left before you move a second time.
32545006	Almost there. You need to add two more blocks.
35751867	Turn left before you move a second time.
33880894	Turn left before you move a second time.
35751755	Turn left before you move a second time.
33880905	Turn left before you move a second time.
32527705	Turn left before you move a second time.
32459208	Move forward before you turn left.
32459214	Make sure you are turning in the correct direction.
32520669	Turn left before you move a second time.
32669624	Turn left before you move a second time.
34620802	Instead of turning right, try turning left [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
32676664	Make sure you are turning in the correct direction.
31106832	Move forward before you turn left.
32500647	Turning left and right cancel each other out.
32599043	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
31242728	Make sure you are turning in the correct direction.
31366357	Turning left and right cancel each other out.
31172890	Turn left before you move a second time.
31106998	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
31106995	Make sure you are turning in the correct direction.
32500568	Start by moving forward [{'type': 'maze_moveForward'}]
32492638	Turn left before you move a second time.
32459059	Turn left before you move a second time.
32481256	Turn left before you move a second time.
32527379	Make sure you are turning in the correct direction.
32544260	Turn left before you move a second time.
32558108	Turn left before you move a second time.
32494287	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32690959	Turning left and right cancel each other out.
33656124	You only need to move left one time.
31103154	Turn left before you move a second time.
31103109	Move forward before you turn left.
31130232	Make sure you are turning in the correct direction.
33656176	Turn left before you move a second time.
32494378	You only need to move left one time.
31232680	Turn left before you move a second time.
32767748	Try removing one of these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
33264240	Make sure you are turning in the correct direction.
31107852	Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
33884375	Move forward before you turn left.
32542202	Move forward before you turn left.
31156984	Turn left before you move a second time.
