31134344	Turning right four times is the same as not turning at all.
32869029	Turning right four times is the same as not turning at all.
32640789	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
32624331	Turning left and right cancel each other out.
36337379	You made it, but have extra blocks.
32499988	This block makes angry bird move [{'type': 'maze_moveForward'}]
32513660	You made it, but you have extra move blocks.
31203998	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32476308	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
33144685	You made it, but have extra blocks.
32461337	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
32552743	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
31101772	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
31118170	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
33491774	You're almost there! Just a little bit more!
32539060	You made it, but have extra blocks.
32540378	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
32462589	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
31123743	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
31172998	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
32457585	You're almost there! Just a little bit more!
32457581	You made it, but you have an extra move block [{'type': 'maze_moveForward'}]
32457570	That was a good start. Try adding more of these blocks [{'type': 'maze_moveForward'}]
40736443	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
36143529	Turning right four times is the same as not turning at all.
54385116	You made it, but you have extra move blocks.
31193425	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32458677	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32513616	Turning left four times is the same as not turning at all.
32458652	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32474206	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
31981286	Turning right four times is the same as not turning at all.
36830523	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32476428	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32499899	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
32519574	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32519596	Turning left and right cancel each other out.
31333653	You're almost there! Just a little bit more!
32458750	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32458746	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
31333666	Turning left and then right is the same as not turning at all.
32476591	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32458772	Use these blocks to move [{'type': 'maze_moveForward'}]
32458793	That was a good start. Try adding more of these blocks [{'type': 'maze_moveForward'}]
32458782	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32872001	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
32624501	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
32460042	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
31101999	You made it, but have extra blocks.
43690448	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
31118371	Good job!
33508568	You're almost there! Just a little bit more!
33099404	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
34990014	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
32519886	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
31220367	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
68673481	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
32540136	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
33099425	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
73687249	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
32457382	Good job!
31111394	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
32458800	You made it, but you have an extra move block [{'type': 'maze_moveForward'}]
31125238	Turning left and right cancel each other out.
31134451	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32519759	Turning left and right cancel each other out.
32457306	Good job!
32762627	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
32458890	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
31495429	You made it, but have extra blocks.
32591736	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
31125205	Turning left and right cancel each other out.
32476622	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
31193603	Turning left and right cancel each other out.
32574666	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
32519764	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
31202379	Turning left four times is the same as not turning at all.
39002789	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
31347252	Turning left and right cancel each other out.
32458959	You mad it, but have extra blocks.
47234085	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32934136	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
32458976	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
32458912	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
32813880	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
31408049	That was a good start. Try adding more of these blocks [{'type': 'maze_moveForward'}]
52258917	Turning left and then right is the same as not turning at all.
40191492	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
33955395	Turning left and right cancel each other out.
32396200	Turning left four times is the same as not turning at all.
42233686	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
32519277	You made it, but you have extra move blocks.
34232231	Turning left and right cancel each other out.
32563379	You made it, but have extra blocks.
31201037	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
32880123	You made it, but you have extra move blocks.
31246215	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
31220851	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
32491877	You made it, but have extra blocks.
32934064	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
33151241	You're almost there! Just a little bit more!
31123466	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
31374393	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
32551787	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32562577	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
38457291	Turning left and right cancel each other out.
31158249	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
31441085	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
31209401	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
32478056	You made it, but have extra blocks.
31157109	Turning left and right cancel each other out.
31119315	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32003701	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
42007100	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
31373287	Do you need to turn? Try removing these blocks [{'type': 'maze_turn', 'titles': {'DIR': 'turnRight'}}]
32935590	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
31798128	Instead of turning, use these blocks to move [{'type': 'maze_moveForward'}]
32457604	Do you need to turn? Try removing this block [{'type': 'maze_turn', 'titles': {'DIR': 'turnLeft'}}]
