School Code,School Name,School Address,City,Zip,State
10014,Lindsay Lane Christian Academy,705 West Sanderfer Road,Athens,356114047,AL
10326,Alabama School of Fine Arts,1800 Rev Abraham Woods Jr Boulevard,Birmingham,352032203,AL
10328,Hoover High School,1000 Buccaneer Drive,Hoover,352444511,AL
10335,Altamont School,4801 Altamont Road S,Birmingham,352224499,AL
10380,Mountain Brook High School,3650 Bethune Drive,Birmingham,352231499,AL
10381,Spain Park High School,4700 Jaguar Drive,Birmingham,352424678,AL
10408,Oak Mountain High School,5476 Caldwell Mill Road,Birmingham,352424520,AL
10912,Houston Academy,901 Buena Vista Drive,Dothan,363031999,AL
11060,Fairhope High School,1 Pirate Drive,Fairhope,365327085,AL
11334,Gulf Shores High School,600 E 15th Avenue,Gulf Shores,365423521,AL
11440,Indian Springs School,190 Woodward Drive,Indian Spgs,351243272,AL
11466,Virgil I Grissom High School,1001 Haysland Road Southwest,Huntsville,358023061,AL
11483,Saint John Paul II Catholic High School,7301 Old Madison Pike Northwest,Huntsville,358062113,AL
11485,Huntsville High School,2304 Billie Watkins Avenue,Huntsville,35801,AL
11494,New Century Technology High School,2500 Meridian Street,Huntsville,358111842,AL
11697,Bob Jones High School,650 Hughes Road,Madison,357588737,AL
11701,James Clemens High School,11306 County Line Road,Madison,357562011,AL
11793,Alabama School of Mathematics and Science,1255 Dauphin Street,Mobile,366042519,AL
11839,W P Davidson High School,3900 Pleasant Valley Road,Mobile,366092097,AL
11880,Montgomery Catholic Preparatory High School,5350 Vaughn Road,Montgomery,361161153,AL
11896,LAMP High School,3440 McGehee Road,Montgomery,36111,AL
11897,Montgomery Academy,3240 Vaughn Road,Montgomery,361062725,AL
11919,ACCESS Virtual Learning,5351 Gordon Persons Building,Montgomery,361300001,AL
11930,Lawrence County High School,102 College Street,Moulton,356501499,AL
12085,Oxford High School,1 Yellow Jacket Drive,Oxford,362032182,AL
12648,Sparkman High School,2616 Jeff Road,Harvest,357498641,AL
20028,West Valley High School,3800 Geist Road,Fairbanks,997093547,AK
30037,Basha High School,5990 S Val Vista Drive,Chandler,852499028,AZ
30062,Hamilton High School,3700 S Arizona Avenue,Chandler,852484500,AZ
30072,BASIS Chandler,4825 South Arizona Avenue,Chandler,852485109,AZ
30140,Gilbert High School,1101 E Elliot Road,Gilbert,852346925,AZ
30163,Higley High School,4068 E Pecos Road,Gilbert,852952529,AZ
30221,Red Mountain High School,7301 E Brown Road,Mesa,852073858,AZ
30223,Westwood High School,945 W Rio Salado Parkway,Mesa,852013999,AZ
30256,Centennial High School,14388 N 79th Avenue,Peoria,853814682,AZ
30259,Ironwood High School,6051 W Sweetwater Avenue,Glendale,853041100,AZ
30260,Peoria High School,11200 N 83rd Avenue,Peoria,853455945,AZ
30265,Brophy College Preparatory,4701 North Central Avenue,Phoenix,850121723,AZ
30277,Carl Hayden High School,3333 West Roosevelt Street,Phoenix,850093403,AZ
30287,Paradise Valley High School,3950 E Bell Road,Phoenix,850322157,AZ
30295,Xavier College Preparatory School,4710 N Fifth Street,Phoenix,850121738,AZ
30316,North Canyon High School,1700 E Union Hls Drive,Phoenix,850243033,AZ
30328,Desert Vista High School,16440 S 32nd Street,Phoenix,850487807,AZ
30368,Skyline High School,845 S Crismon Road,Mesa,852082564,AZ
30377,Pinnacle High School,3535 E Mayo Boulevard,Phoenix,850504880,AZ
30392,Notre Dame Preparatory High School,9701 E Bell Road,Scottsdale,852602125,AZ
30397,Chaparral High School,6935 E Gold Dust Avenue,Scottsdale,852531484,AZ
30431,Corona Del Sol High School,1001 E Knox Road,Tempe,852843204,AZ
30455,Amphitheater High School,125 W Yavapai Road,Tucson,857053500,AZ
30473,Canyon del Oro High School,25 W Calle Concordia,Oro Valley,857048599,AZ
30488,University High School,421 N Arcadia Avenue,Tucson,857113097,AZ
30497,Mountain View High School,3901 W Linda Vista Boulevard,Tucson,857428764,AZ
30506,The Gregory School,3231 North Craycroft Road,Tucson,857125207,AZ
30541,Cienega High School,12775 E Mary Ann Cleveland Way,Vail,856418600,AZ
30581,Boulder Creek High School,40404 N Gavilan Peak Parkway,Anthem,850862754,AZ
30660,BASIS Scottsdale,10400 North 128th Street,Scottsdale,852593812,AZ
30668,Perry High School,1919 E Queen Creek Road,Gilbert,852970329,AZ
30669,Arizona Connections Academy,335 E Germann Road Suite 140,Gilbert,852972920,AZ
30690,Poston Butte High School,32375 N Gantzel Road,San Tan Vly,851435110,AZ
30696,Campo Verde High School,3870 S Quartz Street,Gilbert,852977334,AZ
30723,ISchool,15802 North Parkview Place,Surprise,853747466,AZ
30742,BASIS Phoenix,11850 North 32nd Street,Phoenix,850281200,AZ
30743,BASIS Tucson North,5740 East River Road,Tucson,857501915,AZ
30800,BASIS Ahwatukee,10210 South 50th Place,Phoenix,850445209,AZ
30820,Casteel High School,24901 S Power Road,Queen Creek,851428428,AZ
40004,Bentonville West High School,1351 Gamble Road,Centerton,72719,AR
40005,The New School,2514 N New School Place,Fayetteville,727031821,AR
40007,North Little Rock Center Of Excellence,201 WEST 22ND STREET ,North Little Rock,721142203,AR
40035,Arkadelphia High School,401 High School Road,Arkadelphia,719235211,AR
40101,Kallion Learning Company Monticello,2435 Highway 425 North,Monticello,716558952,AR
40175,Bentonville High School,1801 Se J Street,Bentonville,727124295,AR
40310,Bryant High School,200 Nw Fourth Street,Bryant,720223499,AR
40320,Cabot High School,401 N Lincoln Street,Cabot,720232625,AR
40460,Clarksville High School,1703 W Clark Road,Clarksville,728303915,AR
40490,Conway High School,2300 Prince Street,Conway,720343749,AR
40660,Dumas High School,709 Dan Gill Drive,Dumas,716392907,AR
40690,El Dorado High School,2000 Wild Cat Drive,El Dorado,717306859,AR
40770,Fayetteville High School,994 W Martin Luther King Boulevard,Fayetteville,727016306,AR
40935,Greenbrier High School,72 Green Valley Drive,Greenbrier,720589302,AR
40995,Hamburg High School,1119 S Main Street,Hamburg,716468983,AR
41148,"Arkansas School for Mathematics, Science and the Arts",200 Whittington Avenue,Hot Springs,719013408,AR
41155,Lake Hamilton High School,280 Wolf Street,Pearcy,719649498,AR
41422,Central High School,1500 S Park Street,Little Rock,722025899,AR
41486,Lisa Academy,23 Corporate Hill Drive,Little Rock,722054537,AR
41815,Nettleton High School,4207 Race Street,Jonesboro,724017639,AR
42045,White Hall High School,700 Bulldog Drive,White Hall,716029618,AR
42120,Prescott High School,736 Martin Street,Prescott,718572758,AR
42165,Rogers High School,2300 S Dixieland Road,Rogers,727586277,AR
42168,Rogers Heritage High School,1114 S Fifth Street,Rogers,727565499,AR
42171,Rogers New Technology High School,2922 South 1st Street,Rogers,727586437,AR
42195,Russellville High School,2203 S Knoxville Avenue,Russellville,728027703,AR
42268,Lisa Academy North,5410 Landers Road,N Little Rock,721171935,AR
42315,Springdale Senior High School,101 S Pleasant Street,Springdale,727644246,AR
42337,Star City High School,300 E Arkansas Street,Star City,716674819,AR
42403,Arkansas High School,1500 Jefferson Avenue,Texarkana,718544522,AR
42762,Haas Hall Academy - Fayetteville,3880 North Front Street,Fayetteville,727035130,AR
