School Name,School Code
McKinley Technology High School,90044
Columbia Heights Education Center,90021
Phelps Ace High School,90150
KIPP DC: College Preparatory,90184
Thurgood Marshall Academy Public Charter High School,90210
District of Columbia International School,90012
Washington Leadership Academy,90056
Layc Career Academy Pcs,90050
Archmere Academy,80010
Caravel Academy,80002
Sussex Academy,80053
Newark Charter School,80126
MOT Charter School,80102
Odyssey Charter School,80009
First State Military Academy,80006
Middletown High School,80092
Appoquinimink High School,80094
Cape Henlopen High School,80080
Caesar Rodney High School,80005
Newark High School,80115
William Penn High School,80125
Indian River High School,80045
Milford Senior High School,80100
Brandywine High School,80158
Conrad Schools Of Science,80228
Woodbridge High School,80000
Ursuline Academy,80210
Saint Elizabeth High School,697001
Wilmington Christian School,80213
Cardinal Newman High School,101835
Christopher Columbus High School,101048
Cardinal Gibbons High School,100469
Monsignor Edward Pace High School,101271
Bishop Moore Catholic High School,101285
Melbourne Central Catholic High School,101018
Santa Fe Catholic High School,100897
Pensacola Catholic High School,101365
Bishop Kenny High School,100740
Jesuit High School,101715
Academy of the Holy Names,101680
Tampa Catholic High School,101731
Holy Trinity Episcopal Academy,101003
Berkeley Preparatory School,101686
Episcopal School of Jacksonville,100761
Maclay School,101648
Lake Worth Christian School,100916
Cambridge Christian School,101723
Shorecrest Preparatory School,102026
Pine Crest School,100495
David Posnack Jewish Day School,101532
Montverde Academy,101185
NSU University School,100347
Trinity Christian Academy,100788
Northside Christian School,101521
Covenant Christian School,101403
Scheck Hillel Community School,101234
John Carroll High School,100527
Santa Fe High School,100005
W Travis Loften High School,100542
Eastside High School,100544
F W Buchholz High School,100543
Baker County High School,100965
Bay High School,101355
Rutherford High School,101361
A Crawford Mosley High School,101357
J R Arnold High School,101607
Titusville High School,101760
Melbourne High School,101025
Edgewood Junior Senior High School,101853
Satellite High School,100440
Space Coast Junior-Senior High School,100331
Bayside High School,101592
West Shore Junior-Senior High School,101009
Viera High School,102070
South Broward High School,100690
Stranahan High School,100498
McArthur High School,101817
Fort Lauderdale High School,100490
Coral Springs High School,100299
Northeast High School,100494
Nova High School,100496
Plantation High School,100497
Hollywood Hills High School,100478
Coconut Creek High School,101433
Deerfield Beach High School,100380
Boyd H Anderson High School,100479
Miramar High School,101172
Piper High School,101646
Cooper City High School,100286
Atlantic Technical High School,100324
South Plantation High School,101413
Sheridan Technical High School,102601
J P Taravella High School,100301
Western High School,100476
William T McFatter Technical High School,100344
Marjory Stoneman Douglas High School,101348
Charles W Flanagan High School,101424
Pompano Beach High School,101550
Cypress Bay High School,101842
Millennium 6-12 Collegiate Academy,102575
Somerset Academy High School,101843
Coral Glades High School,100332
Monarch High School,100328
Everglades High School,101807
Pembroke Pines Charter High School,101525
Somerset Arts Conservatory,102138
West Broward High School,102181
Avant Garde Academy of Broward,100263
Charlotte High School,101450
Port Charlotte High School,101436
Citrus High School,100720
Orange Park High School,101274
Clay High School,100585
Middleburg High School,101152
Ridgeview High School,101514
Fleming Island High School,101798
Oakleaf High School,102285
Barron Collier High School,101207
Gulf Coast High School,101540
Columbia High School,100875
Cutler Bay Senior High School,102479
Coral Gables Senior High School,100289
Hialeah High School,100662
Miami Beach Senior High School,101140
Miami Coral Park Senior High School,101067
Miami Jackson Senior High School,101068
Miami Norland Senior High School,101073
Miami Palmetto Senior High School,101623
Miami Springs Senior High School,101147
North Miami Beach Senior High School,101236
North Miami Senior High School,101235
South Dade Senior High School,100700
South Miami Senior High School,101101
Miami Southridge Senior High School,101087
Southwest Miami High School,101102
G Holmes Braddock High School,101153
Design and Architecture Senior High School,101154
Maritime And Science Technical Academy,101161
Barbara Goleman High School,101191
Doral Academy Charter High School,100978
Mater Academy Charter High School,100838
John A Ferguson Senior High School,101846
Miami Lakes Educational Center,100991
Felix Varela Senior High School,101004
Ronald W Reagan Doral Senior High School,102068
Doral Performing Arts and Entertainment Academy,102069
Mater Performing Arts and Entertainment Academy,102152
Westland Hialeah Senior High School,102095
Hialeah Gardens High School,102183
Young Women's Preparatory Academy,102587
Mater Lakes Academy High School,102126
Young Men's Preparatory Academy,102165
Pinecrest Preparatory Academy Charter High School,100233
Archimedean Upper Conservatory,102207
Alonzo Tracy Mourning Senior High Biscayne Bay Campus,102221
iPreparatory Academy,102333
Medical Academy for Science and Technology at Homestead,102335
Somerset Academy South Homestead High School,102396
Arthur & Polly Mays 6-12 Grade Conservatory Of Art,102432
Jose Marti MAST 6-12 Academy,102398
Youth Co-Op Preparatory School,102482
iMater Preparatory Academy High School,102595
MAST at FIU Biscayne Bay Campus,102607
Itech @ Thomas Edison Educational Center,102666
Dixie County High School,100330
Andrew Jackson Senior High School,100730
Stanton College Preparatory School,100775
William M Raines High School,100796
D U Fletcher High School,100800
Sandalwood Senior High School,100787
Edward H White High School,100752
Mandarin High School,100769
First Coast High School,100741
River City Science Middle High School,102252
Atlantic Coast High School,102320
Duval Charter Hs-Baymeadows,102436
San Jose Preparatory High School,102603
Escambia High School,101371
Pensacola High School,101375
Pine Forest High School,101381
Booker T Washington High School,101390
Flagler Palm Coast High School,100185
Matanzas High School,102007
Crossroad Academy,102620
Hamilton County High School,100805
Hardee Senior High School,101805
LaBelle High School,100865
Clewiston High School,100275
Sebring High School,101595
Avon Park High School,100060
Lake Placid High School,100900
East Bay High School,101880
Hillsborough High School,101705
King Senior High School,101717
Leto High School,101718
Plant Senior High School,101700
Plant City High School,101420
Robinson Senior High School,101728
Thomas Jefferson High School,101710
Tampa Bay Technical High School,101732
Gaither Senior High School,101738
Armwood High School,101596
Bloomingdale Senior High School,101778
Durant Senior High School,101423
Walter L Sickles High School,101752
Paul Wharton High School,101751
Riverview Senior High School,101528
Alonso High School,101714
Freedom High School,101771
Middleton High School,101765
Newsome High School,100957
Spoto High School,102059
Dr Earl J Lennard High School,102061
Steinbrenner High School,102192
Vero Beach High School,101795
Sebastian River High School,101590
Eustis High School,100445
South Lake High School,100270
East Ridge High School,100247
Lake Minneola High School,102581
Fort Myers High School,100515
Cypress Lake High School,100509
Riverdale High School,100510
Mariner High School,100217
South Fort Myers High School,100609
Ida S Baker High School,100204
Dunbar High School,100594
Island Coast High School,102111
James Rickards High School,101663
Amos P Godby High School,101652
Lawton Chiles High School,101654
Cedar Key School,100225
Chiefland High School,100245
Williston High School,101870
Bayshore High School,100141
Palmetto High School,101352
Southeast High School,101543
Braden River High School,100083
West Port High School,101655
Martin County High School,101635
Jensen Beach High School,100846
Coral Shores High School,101745
Key West High School,100845
Marathon Middle High School,100993
Yulee High School,102060
Choctawhatchee High School,101605
Okeechobee High School,101270
Cypress Creek High School,101248
William R Boone High School,101310
Edgewater High School,101290
Colonial High School,101287
Evans High School,101297
Oak Ridge High School,101298
Winter Park High School,101902
West Orange High School,101885
Apopka High School,100035
Dr Phillips High School,101279
University High School,101309
Timber Creek High School,101641
Olympia High School,101656
Freedom High School,101801
Wekiva High School,102127
Ocoee High School,101979
Orlando Science High School,102293
East River High School,102196
Lake Nona High School,102199
Windermere High School,100180
Saint Cloud High School,101485
Gateway High School,100856
Poinciana High School,100861
Professional and Technical High School PATHS,100864
Harmony High School,100847
Celebration High School,100228
Osceola County School for the Arts,100842
Liberty High School,102104
Jupiter Community Senior High School,100825
Suncoast Community High School,101466
Forest Hill Community High School,101818
Atlantic Community High School,100420
Palm Beach Gardens High School,101341
Inlet Grove Community High School,101467
Spanish River Community High School,100136
Pahokee Senior High School,101320
Wellington High School,101839
Olympic Heights Community High School,100122
Seminole Ridge Community High School,101994
Park Vista Community High School,101923
West Boca Raton Community High School,100194
Palm Beach Central High School,101844
Village Academy,102186
Land O'Lakes High School,100924
River Ridge High School,101219
Wiregrass Ranch High School,102067
Sunlake High School,102124
Boca Ciega Senior High School,101505
Dixie Hollins High School,101507
Gibbs Senior High School,101510
Largo High School,100925
Northeast High School,101520
Pinellas Park High School,100927
Saint Petersburg High School,101530
Seminole Senior High School,100928
Osceola Fundamental High School,101597
East Lake High School,101739
Auburndale Senior High School,100055
Mulberry Senior High School,101205
Mckeel Academy Of Technology,100896
Lake Region High School,100436
Tenoroc High School,102182
Interlachen High School,101030
Q.I. Roberts JR-SR High School,102597
Gulf Breeze High School,100618
Navarre High School,101494
Pine View School,101577
Riverview High School,101583
Imagine School at North Port High School,102385
Seminole High School,101565
Oviedo High School,101315
Lyman High School,100960
Lake Brantley High School,100466
Lake Howell High School,100986
Lake Mary High School,100883
Winter Springs High School,101905
Hagerty High School,101981
Saint Augustine High School,101470
Allen D Nease High School,100729
Bartram Trail High School,100809
Ponte Vedra High School,102180
Creekside High School,102308
Fort Pierce Westwood High School,100521
Wildwood High School,101860
South Sumter High School,100195
Villages Charter School,101833
Deland High School,100393
Mainland High School,100355
Pine Ridge High School,100422
Freeport High School,100538
Walton High School,100390
South Walton High School,101791
Vernon High School,101785
P K Yonge School,100555
Saint Brendan High School,101097
Saint Thomas Aquinas High School,100475
Belen Jesuit Preparatory School,101059
Bishop Verot High School,100508
Benjamin School,101239
Saint Edwards School,101793
American Heritage School Plantation,101422
St John's Country Day School,101275
Westminster Christian School,101105
Bolles School,697001
Kings Academy,101821
Saint John Paul II Academy,100123
Carrollton Sacred Heart School,101047
Florida Preparatory Academy,101020
Community School-Naples,101206
Tohopekaliga High School,100935
Royal Palm Beach Community High School,697001
Calvary Christian Academy,100602
North Broward Preparatory School,100249
IMG Academy,100179
John Paul II Catholic High School,101690
Lake Mary Preparatory School,100881
Out of Door Academy,697001
Bishop McLaughlin Catholic High School,101850
Faith Christian Academy,101474
Clewiston Christian School,100058
Riviera Preparatory School,102386
Our Lady of Lourdes Academy,101131
Miami Country Day School,101032
Academy at the Lakes,100922
First Baptist Academy,102101
Providence School,100781
American Heritage School Boca-Delray,100426
Archbishop Edward A McCarthy High School,100577
Sheridan Hills Christian School,100691
Divine Savior Academy,100413
Holy Cross Lutheran Academy,102701
Aquinas High School,110277
Pace Academy,110217
LaGrange Academy,111763
Brandon Hall School,111153
Stratford Academy,111961
Greater Atlanta Christian School,112278
George Walton Academy,111455
The Westminster Schools,110256
The Heritage School,112243
Brookstone School,110822
Augusta Preparatory Day School,110278
Woodward Academy,110797
Killian Hill Christian School,111829
Westminster Schools of Augusta,110302
Appling County High School,110365
Henry W Grady High School,110170
Maynard Jackson High School,110180
North Atlanta High School,110205
Charles R Drew Charter School,110271
Coretta Scott King Young Women's Leadership Academy,110143
Atlanta Classical Academy Charter School,110304
Lakeview Academy,111388
Richmond Hill High School,112525
Calhoun High School,110550
Camden County High School,113285
Metter High School,112080
Villa Rica High School,113130
Bowdon High School,110415
Mount Zion High School,112215
Carrollton High School,110603
Savannah Arts Academy,112696
Etowah High School,113306
Cherokee High School,110589
Woodstock High School,113309
Creekview High School,110591
River Ridge High School,113303
Forest Park High School,111305
Morrow High School,112177
Lovejoy High School,111552
Elite Scholars Academy,111722
Walton High School,111987
North Cobb High School,110005
Wheeler High School,112010
McEachern High School,112435
Campbell High School,112745
Pebblebrook High School,111925
Pope High School,111998
Kennesaw Mountain High School,111739
Allatoona High School,110057
Coffee High School,111100
Colquitt County High School,112190
Evans High School,111255
Greenbrier High School,111258
Harlem High School,111565
Newnan High School,112250
East Coweta High School,112723
Decatur High School,111045
Redan High School,112836
Clarkston High School,110695
Lakeside High School,110184
Arabia Mountain High School,111868
Lithia Springs High School,111836
Douglas County High School,111110
Alexander High School,111104
Chapel Hill High School,111107
Elbert County Comprehensive High School,111210
McIntosh High School,112360
Sandy Creek High School,113052
Fayette County High School,111275
Whitewater High School,111279
Coosa High School,112580
Model High School,112725
Armuchee High School,110095
Pepperell High School,111835
North Forsyth High School,110921
Forsyth Central High School,110920
South Forsyth High School,110922
West Forsyth High School,110929
Lambert High School,110927
Forsyth Virtual Academy,110931
Banneker High School,110794
Riverwood International High School,110216
Milton High School,110060
North Springs High School,111154
Roswell High School,112625
Creekside High School,111265
Chattahoochee High School,110146
Centennial High School,112623
Northview High School,111148
Alpharetta High School,110058
Johns Creek High School,111866
Hapeville Charter Career Academy,113068
Cambridge High School,112129
Gainesville High School,111385
Gilmer High School,111230
Glynn Academy,110475
Lake Oconee Academy,111496
Collins Hill High School,112862
Duluth High School,111150
North Gwinnett High School,110508
Central Gwinnett High School,111805
Norcross High School,112280
South Gwinnett High School,112755
Berkmar High School,111825
Brookwood High School,112754
Meadowcreek High School,112279
Grayson High School,111852
Peachtree Ridge High School,112866
Mill Creek High School,111653
Gwinnett School of Mathematics Science and Technology,111140
Lanier High School,112859
Gwinnett Online Campus,112284
Chestatee High School,111371
Flowery Branch High School,111281
Harris County High School,111545
Stockbridge High School,112830
Luella High School,111854
Houston County High School,113151
Veterans High School,111742
Jackson County Comprehensive High School,110425
Jasper County High School,112160
Lumpkin County High School,110955
Madison County High School,111005
Thomson High School,112995
Morgan County High School,111965
Columbus High School,110825
Newton High School,110905
Alcovy High School,110897
Oconee County High School,113190
North Oconee High School,110401
North Paulding High School,110965
Pickens High School,111695
A R Johnson Health Science and Engineering Magnet High School,110281
Westside High School,110303
Butler High School,110280
Lucy Craft Laney High School,110295
Cross Creek High School,110286
Rockdale County High School,110860
Ridgeland High School,112615
Loganville High School,111850
Washington-Wilkes Comprehensive High School,113185
Saint Pius X Catholic High School,110226
Saint Anne Pacelli Catholic School,110832
Walker School,111986
Blessed Trinity Catholic High School,112618
Community Christian School,112842
Bethlehem Christian Academy,110369
Mount Desales Academy,111955
Savannah Christian Preparatory School,112698
Eagle Landing Christian Academy,112046
Mount Paran Christian School,111996
North Cobb Christian School,111737
Mount Pisgah Christian School,110062
Iolani School,120040
Seabury Hall,120198
Punahou School,120085
Honoka'a High and Intermediate School,120025
Kohala High School,120170
Konawaena High School,120165
Lahainaluna High School,120175
Maui High School,120000
Molokai High School,120130
Kauai High School,120195
James B Castle High School,120155
Mililani High School,120197
Leilehua High School,120215
James Campbell High School,120003
Waialua High School,120220
Waipahu High School,120245
Kalani High School,120047
Aiea High School,120001
Pres William Mckinley High School,120070
Henry J Kaiser High School,120038
King Kekaulike High School,120218
Kealakehe High School,120174
Kea'Au High School,120167
Kapolei High School,120161
"St. Andrew's School, The Priory",120100
Island Pacific Academy,120162
Hanalani Schools: Upper School,120214
Columbus High School,164492
Ankeny High School,160160
Ankeny Centennial High School,160162
Belle Plaine Senior High School,160345
Burlington Community High School,160545
Cedar Falls High School,160660
George Washington High School,160703
John F Kennedy Senior High School,160673
Prairie High School,160686
Thomas Jefferson High School,161005
Decorah High School,161125
East High School,161195
Abraham Lincoln High School,161180
North High School,161205
Roosevelt High School,161215
Dubuque Senior High School,161330
Fort Madison High School,161675
Grinnell High School,161890
West Senior High School,162172
Iowa Falls-Alden High School,162175
IKM-Manning High School,162711
Johnston High School,162220
Lone Tree High School,162605
Mount Pleasant High School,163055
Nevada High School,163125
New Hampton High School,163155
Osage Senior High School,163365
Roland-Story High School,164175
Rudd-Rockford-Marble Rock School,163775
Sergeant Bluff-Luton High School,163955
East High School,164045
North High School,164056
West High School,164040
Solon High School,164085
Spirit Lake High School,164105
Tipton Community High School,164295
West High School,164520
Valley High School,164625
Marquette Catholic Schools,160352
Bishop Heelan Catholic High School,164050
Bishop Kelly High School,130041
Idaho Virtual Academy,130028
Vision Public Charter School,130078
Coeur D Alene Charter Academy,130115
Wood River High School,130270
Boise High School,130042
Borah High School,130043
Capital High School,130046
Timberline High School,130054
Buhl High School,130065
Caldwell Senior High School,130073
Vallivue High School,130080
Ridgevue High School,130001
Bonneville Online School,130288
Madison Senior High School,130535
McCall-Donnelly High School,130380
Centennial High School,130389
Mountain Home High School,130420
Bennett Mountain High School,130422
Nampa High School,130440
Shelley High School,130600
Twin Falls High School,130635
Marian Catholic High School,141393
Loyola Academy,144403
Montini Catholic High School,142663
Peoria Notre Dame High School,143421
Routt Catholic High School,142355
Morgan Park Academy,141040
North Shore Country Day School,144435
Lake Forest Academy,142525
Schaumburg Christian School,143856
Prairie Central High School,141870
Horizon Science Acad-Mckinley Park,141374
Antioch Community High School,140070
Lakes Community High School,142524
Argo Community High School,140090
Buffalo Grove High School,140447
Elk Grove High School,141778
John Hersey High School,140097
Prospect High School,143062
Rolling Meadows High School,143736
Wheeling High School,144387
East Aurora High School,140170
Barrington Community High School,140205
Batavia High School,140212
Belleville Township High School West,140265
Bloom High School,141390
Bloomington High School,140335
Amos Alonzo Stagg High School,143357
Victor J Andrew High School,144117
Hampshire High School,142185
Harry D Jacobs High School,140027
Dundee-Crown High School,140536
Centennial High School,140593
Champaign Central High School,140595
Whitney Young Magnet High School,141383
Emil G Hirsch Metropolitan High School,140800
Hubbard High School,140877
Thomas Kelly College Preparatory,141315
Lane Technical High School,140640
Mather High School,141307
Jones College Preparatory,140905
Morgan Park High School,141035
Von Steuben Metro Science Center,141345
Lincoln Park High School,141100
Curie Metropolitan High School,141016
Hancock College Preparatory High School,140899
Gwendolyn Brooks College Preparatory Academy,141297
Marine Leadership Academy,140704
Northside College Preparatory High School,141342
Walter Payton College Preparatory High School,141382
Phoenix Military Academy,141078
Chicago Academy High School,140661
Social Justice High School at Little Village Lawndale High School Campus,141349
"Infinity Math, Science and Technology High School at Little Village Lawndale High School Campus",141141
Urban Prep Charter Academy - Englewood Campus,141006
Alcott High School,141074
Eric Solorio Academy High School,141042
Back Of The Yards Ib High School,140940
Horizon Science Academy - Southwest,140017
Noble Street Charter School: Pritzker College Prep,141239
ASPIRA Early College High School,140624
ITW David Speer Academy,140991
Johnson College Prep,140827
Chicago International Charter School: Northtown Academy,140691
Mansueto High School,140034
Coal City High School,141445
Cobden High School,141450
Crete-Monee High School,141505
Cary-Grove Community High School,140563
Crystal Lake Central High School,141515
Crystal Lake South High School,141517
Dunlap High School,141645
Edwardsville Senior High School,141735
South Elgin High School,143784
Tri-Valley High School,141635
Willowbrook High School,144232
York Community High School,141805
Elmwood Park High School,141815
Evanston Township High School,141860
Fenton High School,140290
Galesburg High School,142000
Glenbard East High School,142662
Glenbard North High School,140534
Glenbard South High School,142073
Glenbard West High School,142075
Harvard High School,142210
Deerfield High School,141570
Highland Park High School,142275
Hillsboro High School,142280
Hinsdale Central High School,142300
Hinsdale South High School,141428
Homewood Flossmoor High School,142307
Huntley High School,142320
Jacksonville High School,142350
Joliet Central High School,142385
Joliet Township High School West,142373
Lake Forest High School,142520
Lake Park High School,142852
Lake Zurich Senior High School,142530
Lemont Township High School,142590
East Leyden High School,141960
West Leyden High School,143223
Libertyville High School,142620
Vernon Hills High School,144214
Limestone Community High School,143425
Lockport Township High School-East,142655
Maine East High School,141595
Maine South High School,143377
Maine West High School,141597
Kaneland High School,142760
Mchenry West High School,142830
Metamora High School,142890
Morton High School,143010
J Sterling Morton East High School,141410
J Sterling Morton West High School,140303
Mundelein High School,143097
Niles North High School,143927
Niles West High School,143926
Normal Community West High School,143201
Normal Community High School,143200
Glenbrook North High School,143215
Glenbrook South High School,142078
Oak Lawn Community High School,143230
Oak Park And River Forest High School,143245
Olympia High School,142942
Oswego High School,143330
Oswego East High School,143331
Hoffman Estates High School,142301
James B Conant High School,143343
Palatine High School,143345
Schaumburg High School,143857
William Fremd High School,143347
Peoria High School,143435
Richwoods High School,143452
Plainfield High School - Central Campus,143495
Plainfield South High School,143496
Plainfield North High School,143497
Plainfield East High School,143499
Plano High School,143500
Pleasant Plains High School,143515
Adlai E Stevenson High School,143550
Princeville High School,143565
Proviso West High School,142286
Proviso Mathematics and Science Academy,141939
Rich East Campus High School,143375
Rich South Campus High School,143374
Ridgewood High School,141097
Riverside-Brookfield Township High School,143655
Guilford High School,143703
Auburn High School,143693
Salem Community High School,143820
Springfield Southeast High School,143955
Triad High School,143810
Taylorville High School,144095
Thornton Fractional North High School,140475
Thornton Fractional South High School,142547
Thornridge High School,141618
Thornwood High School,143939
Bolingbrook High School,140367
Romeoville High School,142657
Vandalia Community High School,144200
Community High School 94,144350
Mount Carmel High School,141045
Warren Township High School,142175
Wauconda High School,144310
Waukegan High School,144322
Neuqua Valley High School,143108
Waubonsie Valley High School,140184
Metea Valley High School,140187
Sterling High School,144010
Woodstock North High School,144479
Zion-Benton Township High School,144515
Yorkville High School,144505
Notre Dame College Preparatory High School,141063
Woodlands Academy Sacred Heart,142510
DePaul College Prep,140850
Saint Viator High School,140098
De La Salle Institute,140765
Saint Bede Academy,143465
Rockford Christian High School,143724
Willows Academy,142074
College Preparatory School-America,140402
Harvest Christian Academy,142248
Christian Heritage Academy,143211
Mother Mcauley Library Arts High School,141044
Cardinal Ritter High School,151658
Oldenburg Academy,152680
Bishop Chatard High School,151654
Mater Dei High School,150970
Lutheran High School of Indianapolis,151716
Christian Academy of Indiana,152504
Irvington Preparatory Academy,151729
Homestead High School,151103
Burris Laboratory School,152470
Adams Central High School,152369
Hammond Academy Of Science And Technology,151449
Anderson High School,150043
Avon High School,151647
Columbus East High School,150608
Columbus North High School,150610
Bloomington High School South,150215
Brown County High School,152500
Brownsburg High School,150335
Carmel High School,150445
Carroll Junior-Senior High School,151055
Center Grove High School,151390
Dekalb High School,150115
Winchester Community High School,153850
Cloverdale High School,150575
Columbia City High School,150600
Zionsville Community High School,153900
Eastbrook Senior High School,152198
Eastern Hancock High School,150495
Morristown Junior-Senior High School,152440
Elkhart Memorial High School,150916
Hauser High School,151565
North Side High School,151105
R Nelson Snider High School,151107
Franklin Central High School,153665
Jasper High School,151790
Greenfield-Central High School,151350
Griffith High School,151405
Donald E Gavit Middle High School,151443
Morton Senior High School,151450
Arsenal Technical High School,151645
George Washington Community High School,151681
Jac-Cen-Del Junior-Senior High School,152705
Lake Central High School,153112
Lawrence North High School,151712
Madison Consolidated High School,152170
Marion High School,152200
Michigan City High School,152288
Mississinewa High School,151275
Mount Vernon High School,151080
Muncie Central High School,152475
Munster High School,152489
New Albany High School,152505
Indian Creek High School,153485
Noblesville High School,152615
Princeton Community High School,152915
North Vermillion Junior Senior High School,150455
Tri-West High School,152645
Northeast Dubois High School,150825
Southport High School,151752
Pike High School,152510
John Glenn High School,153655
Portage High School,150865
Edgewood High School,150920
Rochester Community High School,153020
Seymour High School,153175
Shelbyville High School,153200
Gibson Southern High School,151075
Hamilton Southeastern High School,151045
Fishers High School,151041
Lewis Cass Junior-Senior High School,152100
New Palestine High School,152560
Speedway High School,153295
Owen Valley Community High School,153300
East Central High School,151416
Switzerland County High School,153595
Tell City High School,153405
Union High School,152355
Terre Haute North Vigo High School,153415
Southwood Junior-Senior High School,153623
Castle High School,152515
Warsaw Community High School,153690
West Lafayette Junior-Senior High School,153745
West Washington Junior-Senior High School,150430
Westfield High School,153735
Whiting High School,153810
Saint Joseph High School,153265
Shawe Memorial Junior Senior High School,152175
Northwood High School,152495
Oak Farm Montessori School,150031
Legacy Christian School,150133
Eman Schools,151042
Park Tudor School,151720
Washburn Rural High School,172930
Derby High School,170765
De Soto High School,170770
Eisenhower High School,171120
Sumner Academy of Arts and Science,171550
Wyandotte High School,171560
Lawrence Free State High School,171691
Lawrence High School,171690
Olathe South High School,172222
Seaman High School,172920
Shawnee Mission North High School,172000
Blue Valley High School,172820
Blue Valley Northwest High School,172296
Blue Valley West High School,172821
Blue Valley North High School,172294
Blue Valley Southwest High School,172302
Wichita High School East,173206
Wichita High School Heights,173212
Northeast Magnet High School,173183
Kapaun Mount Carmel Catholic High School,173190
Saint James Academy,171720
Mercy Academy,181505
Presentation Academy,181595
Sacred Heart Academy,181600
Assumption High School,181510
Bethlehem High School,180120
Trinity High School,181540
Adair County High School,180500
Allen County Scottsville High School,182380
Anderson County High School,181350
Ballard Memorial High School,180150
Barbourville High School,180105
Barren County High School,180990
Beechwood High School,180530
Berea Community High School,180205
Conner Senior High School,181128
Randall K Cooper High School,182561
Bourbon County High School,182125
Bowling Green High School,180247
Boyd County High School,180060
North Bullitt High School,182412
Bullitt East High School,181914
Campbell County High School,180010
Campbellsville High School,180370
Casey County High School,181448
Christian County High School,181207
Hopkinsville High School,181210
Clay County High School,181690
Clinton County High School,180005
Corbin High School,180503
Danville High School,180645
Apollo High School,182033
Lloyd Memorial High School,180765
Henry Clay High School,181425
Lafayette Senior High School,181430
Tates Creek Senior High School,181444
Bryan Station High School,181417
Paul Laurence Dunbar High School,181440
Frederick Douglass High School,180011
Fleming County High School,180830
Prestonsburg High School,182235
Floyd Central High School,180723
Western Hills High School,180911
Highlands High School,180855
Glasgow High School,180980
Grant County High School,180690
Green County High School,181020
Hancock County High School,181410
Central Hardin High School,180995
Harrison County High School,180630
Henderson County High School,181140
Hopkins County Central High School,181952
Fern Creek High School,180815
Valley High School,182575
Seneca High School,181612
Ballard High School,181509
Central High School,181520
DuPont Manual High School,181525
Iroquois High School,181543
Louisville Male High School,181580
Brown School,181513
Phoenix School of Discovery,181644
Knott County Central High School,181180
Knox Central High School,180110
North Laurel High School,181486
Lincoln County High School,182495
Madison Central High School,182278
Model Laboratory School,182280
Madison Southern High School,180211
Magoffin County High School,182368
Marshall County High School,180200
Martin County High School,181260
Mason County High School,181755
Mayfield High School,181735
Meade County High School,180275
Menifee County High School,180935
Metcalfe County High School,180725
Murray High School,181935
Nelson County High School,180133
Oldham County Senior High School,181320
South Oldham High School,180593
North Oldham High School,180951
Owensboro High School,182048
Paducah Tilghman High School,182085
Pike County Central High School,182170
Belfry High School,180175
Southwestern High School,182462
Pulaski County High School,182455
Rowan County Senior High School,181855
Russell County High School,182310
Shelby County High School,182407
Martha Layne Collins High School,182400
Somerset High School,182460
Union County High School,181870
South Warren High School,180291
Washington County High School,182485
Wayne County High School,181845
Fort Campbell High School,180845
Fort Knox High School,180850
Saint Xavier High School,181610
Walden High School,181661
The Frankfort Christian Academy,180864
Lexington Christian Academy,181437
Danville Christian Academy,180653
Sayre School,181443
Episcopal High School,190207
Metairie Park Country Day School,191782
The Dunham School,190244
"Louisiana School for Math, Science and the Arts",191917
LSU Laboratory School,190245
New Orleans Center Creative Arts - Riverfront,192109
East Ascension High School,191045
Saint Amant High School,192601
Dutchtown High School,190993
Central High School,190205
DeRidder High School,190680
East Beauregard High School,190683
South Beauregard High School,191625
Booker T Washington High School,190022
Einstein Charter High School at Sarah Towles Reed,190017
Lusher Charter School,192041
Benjamin Franklin High School,192006
C E Byrd High School,192680
LaGrange High School,191460
Vinton High School,192930
North Desoto High School,192795
Baton Rouge Magnet High School,190179
McKinley High School,190215
Scotlandville Magnet High School,190240
Tara High School,190242
Lee High School,190222
Plaquemine High School,192390
Haynes Academy For Advanced Studies,191793
West Jefferson High School,191165
Patrick F Taylor Science and Technology Academy,191161
Thomas Jefferson High School,191122
Carencro High School,190420
Northside Senior High School,191437
Denham Springs Senior High School,190655
Doyle High School,191585
French Settlement High School,190983
Live Oak High School,192965
Springfield High School,192765
Walker High School,192945
Destrehan High School,190685
Magnet Academy For Cultural Arts,192047
Northwest High School,192305
Leesville High School,191545
Rosepine High School,192580
Pickering High School,191550
Brusly High School,190365
Port Allen High School,192435
West Feliciana High School,192615
Saint Josephs Academy,190235
Saint Martin's Episcopal School,191784
Cabrini High School,192103
Central Catholic High School,221115
Arlington Catholic High School,220032
Presentation of Mary Academy,221392
Ursuline Academy,220683
Groton School,220930
Middlesex School,220650
Brooks School,221610
The MacDuffie School,222045
Montrose School,220454
Belmont Hill School,220120
The Governors Academy,221995
Quabbin Regional High School,220105
Southwick Regional High School,222020
Academy of the Pacific Rim,221078
Sabis International Charter School,222056
Prospect Hill Academy Charter School High School,221947
Community Charter School-Cambridge,220489
Pioneer Charter School of Science,220764
Hampden Charter School-Science,220614
Somerset-Berkley Regional High School,221935
Ayer Shirley Regional High School,220095
Monomoy Regional High School,220965
Pioneer Charter School Science Ii,220767
Abington High School,221565
Agawam High School,220005
Amherst Regional High School,220015
Andover High School,220025
Arlington High School,220033
Ashland High School,220065
Barnstable High School,221080
Belchertown High School,220115
Tahanto Regional High School,220412
