Away team alias,Home team alias,Time in seconds,Jersey number,Inches from left baseline,Inches from bottom sideline,Made or miss
SDSU,HOU,2372,0,316,418,made
SDSU,HOU,461,42,828,403,miss
SBON,FLA,1362,2,306,109,miss
SBON,FLA,353,3,745,163,miss
SBON,FLA,416,11,789,355,miss
SBON,FLA,1930,3,113,39,miss
NMSU,CLEM,2339,35,299,111,miss
NMSU,CLEM,2040,0,205,533,miss
SFA,TTU,16,1,254,71,miss
SFA,TTU,1199,1,356,346,made
SFA,TTU,1228,11,1041,575,made
SFA,TTU,1324,1,820,95,miss
SFA,TTU,2045,1,787,303,miss
SDST,OSU,1916,0,326,410,miss
SDST,OSU,696,24,806,125,miss
SDST,OSU,1198,5,776,228,miss
SDST,OSU,410,5,849,105,miss
SDST,OSU,1822,24,246,505,miss
SDST,OSU,2197,24,342,147,made
SDST,OSU,1731,1,335,425,miss
SDST,OSU,194,5,756,211,made
SDST,OSU,1125,23,810,440,made
SDST,OSU,1557,23,346,176,miss
SDST,OSU,858,24,770,280,made
CSF,PUR,802,0,330,401,miss
CSF,PUR,2290,33,1028,568,miss
CSF,PUR,1508,1,1062,567,miss
CSF,PUR,904,0,333,399,made
NCST,HALL,997,2,855,81,miss
NCST,HALL,350,15,1028,26,miss
NCST,HALL,591,12,892,54,made
NCST,HALL,72,11,787,311,made
